Rank,Name,Networth,Networth in Billions,Age,Country,Source of wealth,Industry
2133,Itamar Locks & family,$1.30 ,"$1,300,000,000 ",68,Brazil,Agribusiness,Food & Beverage
2133,Lu Hongyan,$1.30 ,"$1,300,000,000 ",45,China,Online games,Media & Entertainment
2133,Lv Jianming,$1.30 ,"$1,300,000,000 ",58,Hong Kong,Medical equipment,Others
2133,Blairo Maggi,$1.30 ,"$1,300,000,000 ",66,Brazil,Agribusiness,Others
2133,Yasseen Mansour,$1.30 ,"$1,300,000,000 ",61,Egypt,Diversified,Others
2133,Charlwin Mao,$1.30 ,"$1,300,000,000 ",N/A,China,E-commerce,Others
2133,George Marcus,$1.30 ,"$1,300,000,000 ",81,United States,Real estate,Others
2133,Yves-Loic Martin,$1.30 ,"$1,300,000,000 ",57,France,Laboratory services,Others
2133,Carsten Maschmeyer,$1.30 ,"$1,300,000,000 ",63,Germany,Finance services,Others
2133,Lillian Teh Li Ming,$1.30 ,"$1,300,000,000 ",N/A,Malaysia,Banking,Others
2133,Martin Moller Nielsen,$1.30 ,"$1,300,000,000 ",58,Denmark,Aircraft leasing,Others
2133,Jahm Najafi,$1.30 ,"$1,300,000,000 ",60,United States,Investments,Others
2133,Randal Nardone,$1.30 ,"$1,300,000,000 ",67,United States,"Investments, energy",Others
2133,Nguyen Dang Quang,$1.30 ,"$1,300,000,000 ",59,Vietnam,"Consumer products, banking",Others
2133,Kazuo Okada,$1.30 ,"$1,300,000,000 ",80,Japan,Casinos,Others
2133,John Oyler,$1.30 ,"$1,300,000,000 ",55,United States,Biotech,Others
2133,William Teh Lee Pang,$1.30 ,"$1,300,000,000 ",N/A,Malaysia,Banking,Others
2133,George Pedersen & family,$1.30 ,"$1,300,000,000 ",87,United States,Defense contractor,Others
2133,Qu Miranda,$1.30 ,"$1,300,000,000 ",38,China,E-commerce,Others
2133,Jupally Rameshwar Rao,$1.30 ,"$1,300,000,000 ",67,India,Real estate,Others
2133,G. M. Rao,$1.30 ,"$1,300,000,000 ",72,India,Infrastructure,Others
2133,P.V. Ramprasad Reddy,$1.30 ,"$1,300,000,000 ",65,India,Pharmaceuticals,Others
2133,Satish Reddy,$1.30 ,"$1,300,000,000 ",55,India,Pharmaceuticals,Others
2133,Fernando Roig,$1.30 ,"$1,300,000,000 ",75,Spain,Supermarkets,Others
2133,Igor Rotenberg,$1.30 ,"$1,300,000,000 ",49,Russia,"Investments, real estate",Others
2133,Seifeddin Rustamov,$1.30 ,"$1,300,000,000 ",60,Russia,Chemicals,Others
2133,Deniz Sahenk,$1.30 ,"$1,300,000,000 ",77,Turkey,Diversified,Others
2133,Nobutada Saji,$1.30 ,"$1,300,000,000 ",77,Japan,Beverages,Others
2133,Hajime Satomi,$1.30 ,"$1,300,000,000 ",81,Japan,"Video games, pachinko",Others
2133,James Scapa,$1.30 ,"$1,300,000,000 ",66,United States,Software,Others
2133,Stephan Schnabel,$1.30 ,"$1,300,000,000 ",48,Germany,Chemicals,Others
2133,Devi Shetty,$1.30 ,"$1,300,000,000 ",70,India,Healthcare,Others
2133,Albert Shigaboutdinov,$1.30 ,"$1,300,000,000 ",70,Russia,"Refinery, chemicals",Others
2133,Diana Teh Li Shing,$1.30 ,"$1,300,000,000 ",N/A,Malaysia,Banking,Others
2133,Denis Shtengelov,$1.30 ,"$1,300,000,000 ",50,Russia,"Food, retail",Others
2133,Fei Song,$1.30 ,"$1,300,000,000 ",56,China,Machinery,Others
2133,Hal Steinbrenner,$1.30 ,"$1,300,000,000 ",54,United States,Sports,Others
2133,Jessica Steinbrenner,$1.30 ,"$1,300,000,000 ",59,United States,Sports,Others
2133,Jennifer Steinbrenner Swindal,$1.30 ,"$1,300,000,000 ",63,United States,Sports,Others
2133,Konstantin Strukov & family,$1.30 ,"$1,300,000,000 ",64,Russia,"Gold, coal mining",Others
2133,Rustem Sulteev,$1.30 ,"$1,300,000,000 ",69,Russia,"Refinery, chemicals",Others
2133,Clemens Toennies,$1.30 ,"$1,300,000,000 ",66,Germany,Meat processing,Others
2133,Robert Toennies,$1.30 ,"$1,300,000,000 ",44,Germany,Meat processing,Others
2133,John Van Lieshout,$1.30 ,"$1,300,000,000 ",77,Australia,Real estate,Others
2133,Pongsak Viddayakorn,$1.30 ,"$1,300,000,000 ",89,Thailand,Hospitals,Others
2133,Wang Jianguo,$1.30 ,"$1,300,000,000 ",63,China,Retail,Others
2133,Junjin Wang,$1.30 ,"$1,300,000,000 ",54,China,Airline,Others
2133,Wang Mingwang,$1.30 ,"$1,300,000,000 ",55,China,Electronics components,Others
2133,Wei Lidong & family,$1.30 ,"$1,300,000,000 ",47,China,Software,Others
2133,Myron Wentz,$1.30 ,"$1,300,000,000 ",83,St. Kitts and Nevis,Health products,Others
2133,Wu Xiaoge,$1.30 ,"$1,300,000,000 ",50,China,Battery components,Others
2133,Wu Xushun & family,$1.30 ,"$1,300,000,000 ",74,China,Internet,Others
2133,Xiong Xiaochuan,$1.30 ,"$1,300,000,000 ",57,China,Medical devices,Others
2133,Xu Shaochun,$1.30 ,"$1,300,000,000 ",60,China,Software,Others
2133,Yan Jane & family,$1.30 ,"$1,300,000,000 ",53,China,Software,Others
2133,Zeng Chaoyi,$1.30 ,"$1,300,000,000 ",54,China,Aluminum products,Others
2133,Peng Zhao,$1.30 ,"$1,300,000,000 ",52,China,Online recruitment,Others
2133,Zhao Tongtong,$1.30 ,"$1,300,000,000 ",56,Canada,Hotels,Others
2133,Kostyantin Zhevago,$1.30 ,"$1,300,000,000 ",49,Ukraine,Mining,Others
2133,Zong Yanmin,$1.30 ,"$1,300,000,000 ",N/A,China,Semiconductor materials,Others
2259,Sanjay Agarwal,$1.20 ,"$1,200,000,000 ",52,India,Banking,Others
2259,Hamad bin Jassim bin Jaber Al Thani,$1.20 ,"$1,200,000,000 ",63,Qatar,Investments,Others
2259,Joao Alves de Queiroz Filho,$1.20 ,"$1,200,000,000 ",70,Brazil,Pharmaceuticals,Others
2259,Jose Maria Aristrain,$1.20 ,"$1,200,000,000 ",60,Spain,Steel,Others
2259,Michael Arougheti,$1.20 ,"$1,200,000,000 ",50,United States,Finance,Others
2259,Tope Awotona,$1.20 ,"$1,200,000,000 ",41,United States,Software,Others
2259,Mehmet Aydinlar,$1.20 ,"$1,200,000,000 ",66,Turkey,Hospitals,Others
2259,Danna Azrieli,$1.20 ,"$1,200,000,000 ",55,Israel,Real estate,Others
2259,Naomi Azrieli,$1.20 ,"$1,200,000,000 ",57,Canada,Real estate,Others
2259,Sharon Azrieli,$1.20 ,"$1,200,000,000 ",62,Canada,Real estate,Others
2259,Bai Houshan,$1.20 ,"$1,200,000,000 ",59,China,Lithium battery,Others
2259,Thomas Bailey,$1.20 ,"$1,200,000,000 ",86,United States,Money management,Others
2259,Bernhard Braun-Luedicke,$1.20 ,"$1,200,000,000 ",46,Germany,Medical technology,Others
2259,Eva Maria Braun-Luedicke,$1.20 ,"$1,200,000,000 ",36,Germany,Medical technology,Others
2259,Friederike Braun-Luedicke,$1.20 ,"$1,200,000,000 ",39,Germany,Medical technology,Others
2259,Jeffrey Cheah,$1.20 ,"$1,200,000,000 ",78,Malaysia,"Property, healthcare",Others
2259,Chen Xianbao & family,$1.20 ,"$1,200,000,000 ",63,China,Food,Others
2259,Cheng Xianfeng,$1.20 ,"$1,200,000,000 ",54,China,Pharmaceuticals,Others
2259,Chung Yong-jin,$1.20 ,"$1,200,000,000 ",54,South Korea,Retail,Others
2259,Darwin Deason,$1.20 ,"$1,200,000,000 ",82,United States,Software,Others
2259,Diego Della Valle,$1.20 ,"$1,200,000,000 ",69,Italy,Shoes,Others
2259,Ashwin Desai,$1.20 ,"$1,200,000,000 ",71,India,Specialty chemicals,Others
2259,Richard Desmond,$1.20 ,"$1,200,000,000 ",71,United Kingdom,Publishing,Others
2259,Ding Shui Po,$1.20 ,"$1,200,000,000 ",52,China,"Sneakers, sportswear",Others
2259,Sefik Yilmaz Dizdar,$1.20 ,"$1,200,000,000 ",85,Turkey,Fashion retail,Others
2259,Mathias Doepfner,$1.20 ,"$1,200,000,000 ",60,Germany,Media,Others
2259,Farhad Ebrahimi,$1.20 ,"$1,200,000,000 ",84,United States,Solar panels,Others
2259,Jose Roberto Ermirio de Moraes,$1.20 ,"$1,200,000,000 ",65,Brazil,Diversified,Others
2259,Jose Ermirio de Moraes Neto,$1.20 ,"$1,200,000,000 ",70,Brazil,Diversified,Others
2259,Fang Hongbo,$1.20 ,"$1,200,000,000 ",56,China,Home appliances,Others
2259,David Feffer,$1.20 ,"$1,200,000,000 ",66,Brazil,Pulp and paper,Others
2259,Zsolt Felcsuti,$1.20 ,"$1,200,000,000 ",51,Hungary,Manufacturing,Others
2259,Ben Francis,$1.20 ,"$1,200,000,000 ",30,United Kingdom,Fitness clothing,Others
2259,Gary Friedman,$1.20 ,"$1,200,000,000 ",65,United States,Furniture retail,Others
2259,Dan Gertler,$1.20 ,"$1,200,000,000 ",49,Israel,Mining,Others
2259,Balkrishan Goenka,$1.20 ,"$1,200,000,000 ",56,India,Textiles,Others
2259,Lawrence Golub,$1.20 ,"$1,200,000,000 ",63,United States,Private equity,Others
2259,Saroj Rani Gupta,$1.20 ,"$1,200,000,000 ",72,India,Steel tubes,Others
2259,Anthony Hall,$1.20 ,"$1,200,000,000 ",67,Australia,Technology,Others
2259,Fahed Hariri,$1.20 ,"$1,200,000,000 ",42,Lebanon,"Construction, investments",Others
2259,Richard Hayne,$1.20 ,"$1,200,000,000 ",75,United States,Urban Outfitters,Others
2259,Michael Heine,$1.20 ,"$1,200,000,000 ",73,Australia,Financial services,Others
2259,Orion Hindawi,$1.20 ,"$1,200,000,000 ",43,United States,Software,Others
2259,Lawrence Ho,$1.20 ,"$1,200,000,000 ",46,Hong Kong,Casinos,Others
2259,Huang Guanlin,$1.20 ,"$1,200,000,000 ",58,China,"Textiles, apparel",Others
2259,Sam Hupert,$1.20 ,"$1,200,000,000 ",68,Australia,Technology,Others
2259,Mohammed Ibrahim,$1.20 ,"$1,200,000,000 ",76,United Kingdom,Communications,Others
2259,Shirley Kao,$1.20 ,"$1,200,000,000 ",66,Taiwan,Food & beverage retailing,Others
2259,David Kaplan,$1.20 ,"$1,200,000,000 ",55,United States,Finance,Others
2259,Kim Kardashian,$1.20 ,"$1,200,000,000 ",42,United States,"Shapewear, cosmetics, reality TV",Others
2259,Ke Guihua,$1.20 ,"$1,200,000,000 ",57,China,Auto parts,Others
2259,Ke Yunfeng & family,$1.20 ,"$1,200,000,000 ",56,China,Retailing,Others
2259,Alexander Klyachin,$1.20 ,"$1,200,000,000 ",55,Russia,Real estate,Others
2259,Christine Knauf,$1.20 ,"$1,200,000,000 ",N/A,Germany,Building materials,Others
2259,Karl Knauf,$1.20 ,"$1,200,000,000 ",N/A,Germany,Building materials,Others
2259,Suresh Krishna,$1.20 ,"$1,200,000,000 ",86,India,Auto parts,Others
2259,Guy Laliberté,$1.20 ,"$1,200,000,000 ",63,Canada,Cirque du Soleil,Others
2259,Lee Su-jin,$1.20 ,"$1,200,000,000 ",45,South Korea,Hospitality,Others
2259,Li Guoqing,$1.20 ,"$1,200,000,000 ",53,China,Petro Fibre,Others
2259,Li Li,$1.20 ,"$1,200,000,000 ",59,China,Pharmaceuticals,Others
2259,Li Ruiqiang,$1.20 ,"$1,200,000,000 ",43,China,Medical services,Others
2259,Zhen Li & family,$1.20 ,"$1,200,000,000 ",59,China,Lithium batteries,Others
2259,Guangwei Liang,$1.20 ,"$1,200,000,000 ",59,China,Conglomerate,Others
2259,Liu Ming Hui,$1.20 ,"$1,200,000,000 ",60,China,Natural gas distribution,Others
2259,Frederic Luddy,$1.20 ,"$1,200,000,000 ",68,United States,Software,Others
2259,"Cargill MacMillan, III.",$1.20 ,"$1,200,000,000 ",63,United States,Cargill,Others
2259,John MacMillan,$1.20 ,"$1,200,000,000 ",73,United States,Cargill,Others
2259,Martha MacMillan,$1.20 ,"$1,200,000,000 ",71,United States,Cargill,Others
2259,William MacMillan,$1.20 ,"$1,200,000,000 ",68,United States,Cargill,Others
2259,Keshub Mahindra,$1.20 ,"$1,200,000,000 ",99,India,Diversified,Others
2259,Mao Zhongwu,$1.20 ,"$1,200,000,000 ",60,China,Manufacturing,Others
2259,Jorge Mas,$1.20 ,"$1,200,000,000 ",60,United States,Construction,Others
2259,Lorinc Meszaros,$1.20 ,"$1,200,000,000 ",57,Hungary,Diversified,Others
2259,Jeffrey Michael & family,$1.20 ,"$1,200,000,000 ",66,United States,Data management,Others
2259,Alan Miller & family,$1.20 ,"$1,200,000,000 ",85,United States,Healthcare services,Others
2259,Ulrich Mommert & family,$1.20 ,"$1,200,000,000 ",82,Austria,Lighting,Others
2259,Neide Helena de Moraes,$1.20 ,"$1,200,000,000 ",68,Brazil,Diversified,Others
2259,Scott Nuttall,$1.20 ,"$1,200,000,000 ",50,United States,Private equity,Others
2259,Kailashchandra Nuwal,$1.20 ,"$1,200,000,000 ",65,India,Industrial explosives,Others
2259,Axel Oberwelland & family,$1.20 ,"$1,200,000,000 ",56,Germany,Candy,Others
2259,Jonathan Oringer,$1.20 ,"$1,200,000,000 ",48,United States,Stock photos,Others
2259,Vitaly Orlov,$1.20 ,"$1,200,000,000 ",58,Russia,Fisheries,Others
2259,Jose Isaac Peres & family,$1.20 ,"$1,200,000,000 ",82,Brazil,Shopping malls,Others
2259,Markus Persson,$1.20 ,"$1,200,000,000 ",43,Sweden,Computer games,Others
2259,Mark Pincus,$1.20 ,"$1,200,000,000 ",57,United States,Online games,Others
2259,Murdaya Poo,$1.20 ,"$1,200,000,000 ",82,Indonesia,Diversified,Others
2259,Forrest Preston,$1.20 ,"$1,200,000,000 ",90,United States,Health care,Others
2259,Qian Ying,$1.20 ,"$1,200,000,000 ",57,China,Pig breeding,Others
2259,Jimmy Rane,$1.20 ,"$1,200,000,000 ",76,United States,Lumber,Others
2259,Andrei Rappoport,$1.20 ,"$1,200,000,000 ",59,Russia,Investments,Others
2259,Hugo Ribeiro & family,$1.20 ,"$1,200,000,000 ",N/A,Brazil,Agribusiness,Others
2259,Bennett Rosenthal,$1.20 ,"$1,200,000,000 ",59,United States,Finance,Others
2259,Atul Ruia,$1.20 ,"$1,200,000,000 ",52,India,Real estate,Others
2259,Thomas Sandell,$1.20 ,"$1,200,000,000 ",62,Sweden,Hedge funds,Others
2259,Francesco Saputo,$1.20 ,"$1,200,000,000 ",N/A,Canada,Cheese,Others
2259,Dhruv Sawhney,$1.20 ,"$1,200,000,000 ",78,India,"Engineering, sugar",Others
2259,Gerald Schwartz,$1.20 ,"$1,200,000,000 ",81,Canada,Finance,Others
2259,Antonio Luiz Seabra,$1.20 ,"$1,200,000,000 ",80,Brazil,Cosmetics,Others
2259,Eric Ya Shen,$1.20 ,"$1,200,000,000 ",52,China,Online apparel retail,Others
2259,Sytse 'Sid' Sijbrandij,$1.20 ,"$1,200,000,000 ",43,Netherlands,Software,Others
2259,Alexander Sixt,$1.20 ,"$1,200,000,000 ",43,Germany,Car rentals,Others
2259,Konstantin Sixt,$1.20 ,"$1,200,000,000 ",40,Germany,Car rentals,Others
2259,Edwin Soeryadjaya,$1.20 ,"$1,200,000,000 ",73,Indonesia,"Coal, investments",Others
2259,Abhay Soi,$1.20 ,"$1,200,000,000 ",49,India,Healthcare,Others
2259,Mike Speiser,$1.20 ,"$1,200,000,000 ",52,United States,Software,Others
2259,Marco Squinzi,$1.20 ,"$1,200,000,000 ",51,Italy,Chemical products,Others
2259,Veronica Squinzi,$1.20 ,"$1,200,000,000 ",51,Italy,Chemical products,Others
2259,Michael Steinhardt,$1.20 ,"$1,200,000,000 ",82,United States,Hedge funds,Others
2259,Ion Stoica,$1.20 ,"$1,200,000,000 ",58,Romania,Data analytics,Others
2259,Eddy Sugianto,$1.20 ,"$1,200,000,000 ",77,Indonesia,Coal,Others
2259,Luc Tack,$1.20 ,"$1,200,000,000 ",61,Belgium,"Textile, chemicals",Others
2259,Tony Tan Caktiong,$1.20 ,"$1,200,000,000 ",70,Philippines,Food,Others
2259,Xiuguo Tang,$1.20 ,"$1,200,000,000 ",59,China,Manufacturing,Others
2259,Sam Tarascio,$1.20 ,"$1,200,000,000 ",78,Australia,Real estate,Others
2259,Lina Tombolato,$1.20 ,"$1,200,000,000 ",75,Italy,Financial services,Others
2259,Ching Bor Tung,$1.20 ,"$1,200,000,000 ",60,China,Manufacturing,Others
2259,Joop van den Ende,$1.20 ,"$1,200,000,000 ",81,Netherlands,TV shows,Others
2259,Ruben Vardanyan & family,$1.20 ,"$1,200,000,000 ",54,Armenia,Investment banking,Others
2259,Sandro Veronesi & family,$1.20 ,"$1,200,000,000 ",63,Italy,Fashion,Others
2259,Thongma Vijitpongpun,$1.20 ,"$1,200,000,000 ",65,Thailand,Real estate,Others
2259,Thomas von Koch,$1.20 ,"$1,200,000,000 ",57,Sweden,Asset management,Others
2259,Wang Fuji,$1.20 ,"$1,200,000,000 ",N/A,China,Pharmaceuticals,Others
2259,Wang Shih-Chung,$1.20 ,"$1,200,000,000 ",61,Taiwan,Pneumatic equipments,Others
2259,Wang Xiaoshen,$1.20 ,"$1,200,000,000 ",54,China,Lithium,Others
2259,J. Wayne Weaver,$1.20 ,"$1,200,000,000 ",87,United States,Shoes,Others
2259,Drorit Wertheim,$1.20 ,"$1,200,000,000 ",67,Israel,Coca Cola Israel,Others
2259,Cameron Winklevoss,$1.20 ,"$1,200,000,000 ",41,United States,Cryptocurrency,Others
2259,Tyler Winklevoss,$1.20 ,"$1,200,000,000 ",41,United States,Cryptocurrency,Others
2259,Wu Chung-yi,$1.20 ,"$1,200,000,000 ",67,Taiwan,Manufacturing,Others
2259,Eugene Wu,$1.20 ,"$1,200,000,000 ",77,Taiwan,Finance,Others
2259,Wu Yonghua,$1.20 ,"$1,200,000,000 ",52,China,Apparel,Others
2259,Xia Xinde,$1.20 ,"$1,200,000,000 ",58,China,Batteries,Others
2259,Wenbo Xiang,$1.20 ,"$1,200,000,000 ",60,China,Manufacturing,Others
2259,Xu Jin,$1.20 ,"$1,200,000,000 ",58,China,Wine,Others
2259,Xu Shijun & family,$1.20 ,"$1,200,000,000 ",60,China,Manufacturing,Others
2259,Wanmao Xu,$1.20 ,"$1,200,000,000 ",78,China,Education,Others
2259,Xu Yuejuan,$1.20 ,"$1,200,000,000 ",61,China,Petro Fibre,Others
2259,Vadim Yakunin,$1.20 ,"$1,200,000,000 ",60,Russia,Pharmacy,Others
2259,Yang Yunyun,$1.20 ,"$1,200,000,000 ",46,China,Retail,Others
2259,Matei Zaharia,$1.20 ,"$1,200,000,000 ",37,Romania,Data analytics,Others
2259,Zan Shengda,$1.20 ,"$1,200,000,000 ",60,China,Diversified,Others
2259,Zhang Xuezheng,$1.20 ,"$1,200,000,000 ",47,China,Telecom,Others
2259,Zhang Yin,$1.20 ,"$1,200,000,000 ",66,China,Paper manufacturing,Others
2259,Ning Zhao,$1.20 ,"$1,200,000,000 ",56,United States,Pharmaceuticals,Others
2259,Zhou Wen & family,$1.20 ,"$1,200,000,000 ",58,China,Chemicals,Others
2259,Zhu Xingliang,$1.20 ,"$1,200,000,000 ",63,China,Construction,Others
2405,Hari Krishan Agarwal,$1.10 ,"$1,100,000,000 ",66,India,Sports shoes,Others
2405,Farkhad Akhmedov,$1.10 ,"$1,100,000,000 ",67,Russia,Investments,Others
2405,Prem Kumar Arora,$1.10 ,"$1,100,000,000 ",84,India,Pharmaceuticals,Others
2405,Joseph Bae,$1.10 ,"$1,100,000,000 ",51,United States,Private equity,Others
2405,Abigail Bennett,$1.10 ,"$1,100,000,000 ",42,United States,Liquor,Others
2405,Sara Blakely,$1.10 ,"$1,100,000,000 ",52,United States,Spanx,Others
2405,Lloyd Blankfein,$1.10 ,"$1,100,000,000 ",68,United States,Banking,Others
2405,Henadiy Boholyubov,$1.10 ,"$1,100,000,000 ",61,Ukraine,"Banking, investments",Others
2405,Stephane Bonvin,$1.10 ,"$1,100,000,000 ",56,Switzerland,Real estate,Others
2405,Oleg Boyko,$1.10 ,"$1,100,000,000 ",58,Russia,Diversified,Others
2405,Ryan Breslow,$1.10 ,"$1,100,000,000 ",28,United States,E-commerce software,Others
2405,Thomas Bruch,$1.10 ,"$1,100,000,000 ",72,Germany,Retail,Others
2405,Marina Budiman,$1.10 ,"$1,100,000,000 ",61,Indonesia,Data centers,Others
2405,Pradip Burman,$1.10 ,"$1,100,000,000 ",80,India,Consumer goods,Others
2405,Cai Hongbin,$1.10 ,"$1,100,000,000 ",N/A,China,Pharmaceuticals,Others
2405,Cao Kejian,$1.10 ,"$1,100,000,000 ",60,China,Air compressors,Others
2405,Giuliana Caprotti,$1.10 ,"$1,100,000,000 ",82,Italy,Supermarkets,Others
2405,Marina Caprotti,$1.10 ,"$1,100,000,000 ",45,Italy,Supermarkets,Others
2405,Chang Jing,$1.10 ,"$1,100,000,000 ",40,China,Technology,Others
2405,Chen Baohua,$1.10 ,"$1,100,000,000 ",61,China,Pharmaceutical,Others
2405,Gang Chen,$1.10 ,"$1,100,000,000 ",55,China,Solar energy,Others
2405,Liying Chen,$1.10 ,"$1,100,000,000 ",47,China,Package delivery,Others
2405,Tony Chen,$1.10 ,"$1,100,000,000 ",73,Taiwan,Electronics,Others
2405,Chen Xueling,$1.10 ,"$1,100,000,000 ",55,China,Stationery,Others
2405,Cheng Lili,$1.10 ,"$1,100,000,000 ",58,China,Poultry breeding,Others
2405,Cho Jyh-jer,$1.10 ,"$1,100,000,000 ",N/A,Taiwan,Semiconductors,Others
2405,Weili Dai,$1.10 ,"$1,100,000,000 ",61,United States,Semiconductors,Others
2405,Carmen Daurella Aguilera,$1.10 ,"$1,100,000,000 ",N/A,Spain,Coca-Cola bottler,Others
2405,Deng Yingzhong,$1.10 ,"$1,100,000,000 ",72,China,Paper,Others
2405,Shlomo Eliahu,$1.10 ,"$1,100,000,000 ",87,Israel,Insurance,Others
2405,Henry Engelhardt,$1.10 ,"$1,100,000,000 ",65,United States,Insurance,Others
2405,Gabriel Escarrer,$1.10 ,"$1,100,000,000 ",88,Spain,Hotels,Others
2405,Daniel Feffer,$1.10 ,"$1,100,000,000 ",63,Brazil,Pulp and paper,Others
2405,Ruben Feffer,$1.10 ,"$1,100,000,000 ",53,Brazil,Pulp and paper,Others
2405,Gleb Fetisov,$1.10 ,"$1,100,000,000 ",56,Russia,Investments,Others
2405,Paul Fireman,$1.10 ,"$1,100,000,000 ",79,United States,Reebok,Others
2405,Robert Fisher,$1.10 ,"$1,100,000,000 ",69,United States,Gap,Others
2405,Bernd Freier,$1.10 ,"$1,100,000,000 ",66,Germany,Fashion retail,Others
2405,Donald Friese,$1.10 ,"$1,100,000,000 ",82,United States,Manufacturing,Others
2405,Gan Zhongru,$1.10 ,"$1,100,000,000 ",74,China,Pharmaceuticals,Others
2405,Rahul Gautam,$1.10 ,"$1,100,000,000 ",70,India,Mattresses,Others
2405,David Golub,$1.10 ,"$1,100,000,000 ",60,United States,Private equity,Others
2405,Pavel Golubkov,$1.10 ,"$1,100,000,000 ",47,Russia,"Building, development",Others
2405,Cristina Green,$1.10 ,"$1,100,000,000 ",N/A,United Kingdom,Fashion retail,Others
2405,Philip Green,$1.10 ,"$1,100,000,000 ",N/A,United Kingdom,Fashion retail,Others
2405,Said Gutseriev,$1.10 ,"$1,100,000,000 ",34,Russia,"Retail, investments",Others
2405,Polys Haji-Ioannou,$1.10 ,"$1,100,000,000 ",63,Cyprus,EasyJet,Others
2405,He Zuxun,$1.10 ,"$1,100,000,000 ",57,China,Pig breeding,Others
2405,Christian Herz,$1.10 ,"$1,100,000,000 ",N/A,Germany,Coffee,Others
2405,Michaela Herz,$1.10 ,"$1,100,000,000 ",N/A,Germany,Coffee,Others
2405,David Hindawi,$1.10 ,"$1,100,000,000 ",78,United States,Software,Others
2405,Huang Shan,$1.10 ,"$1,100,000,000 ",52,China,Software,Others
2405,Huang Xiaofen & family,$1.10 ,"$1,100,000,000 ",61,China,Printed circuit boards,Others
2405,Hiroshi Ishibashi,$1.10 ,"$1,100,000,000 ",76,Japan,Tires,Others
2405,Masayuki Ishihara,$1.10 ,"$1,100,000,000 ",74,Japan,Pachinko machines,Others
2405,Chatchai Kaewbootta,$1.10 ,"$1,100,000,000 ",71,Thailand,Auto loans,Others
2405,Nikhil Kamath,$1.10 ,"$1,100,000,000 ",36,India,Financial services,Others
2405,Jonas Kamprad,$1.10 ,"$1,100,000,000 ",57,Sweden,IKEA,Others
2405,Mathias Kamprad,$1.10 ,"$1,100,000,000 ",53,Sweden,IKEA,Others
2405,Peter Kamprad,$1.10 ,"$1,100,000,000 ",59,Sweden,IKEA,Others
2405,Fumio Kaneko,$1.10 ,"$1,100,000,000 ",66,Japan,Waste management,Others
2405,Sunjay Kapur,$1.10 ,"$1,100,000,000 ",51,United States,Auto parts,Others
